X,Y,OBJECTID,id,FileName,Site,Owner,Point_num,Species,num_Indivi,Other,PhotoN,PhotoE,PhotoS,PhotoW,LifeStage,Habitat,PointNotes,photo,Treatment_
-71.532600088,41.4876674720001,2809,0,TD_10_30_P,URI,URI,338,LOJA,0, , , , , ,M,RWP, , , 
-71.5328175989999,41.482941161,2810,0,TD_10_30_P,URI,URI,372,LOJA,0, , , , , ,M,R, , , 
-71.53914359,41.4842983620001,2811,0,TD_10_30_P,URI,URI,405,POCU6,0, , , , , ,MR,R, , , 
-71.53869273,41.4840863810001,2812,0,TD_10_30_P,URI,URI,406,CEOR7,0, , , , , ,MR,R, , , 
-71.5398290699999,41.483154901,2813,0,TD_10_30_P,URI,URI,411,EUAL13,0, , , , , ,MR,R, , , 
-71.5396971389999,41.4827296010001,2814,0,TD_10_30_P,URI,URI,413,EUAL13,0, , , , , ,MR,RN, , , 
-71.53964114,41.4827224810001,2815,0,TD_10_30_P,URI,URI,414,ROMU,0, , , , , ,MR,RN, , , 
-71.539468389,41.4827255810001,2816,0,TD_10_30_P,URI,URI,415,LIVU,0, , , , , ,MR,RN, , , 
-71.532786088,41.481625041,2817,0,TD_11_06_P,URI,URI,424,LOJA,0, , , , , ,M,RN, , , 
-71.532251828,41.4815098710001,2818,0,TD_11_06_P,URI,URI,427,BETH,0, , , , , ,MR,RN, , , 
-71.532105648,41.4814501910001,2819,0,TD_11_06_P,URI,URI,428,EUAL13,0, , , , , ,MR,RN, , , 
-71.531692167,41.4827705110001,2820,0,TD_11_06_P,URI,URI,437,ELUM,0, , , , , ,A,RN, , , 
-71.5316659269999,41.4830063810001,2821,0,TD_11_06_P,URI,URI,439,EUAL13,0, , , , , ,MR,RN, , , 
-71.530500508,41.483594871,2822,0,TD_11_06_P,URI,URI,456,ELUM,0, , , , , ,M,RXN, , , 
-71.530422557,41.483777011,2823,0,TD_11_06_P,URI,URI,457,POCU6,0, , , , , ,MR,RXN,15'x5', , 
-71.529813358,41.483144591,2824,0,TD_11_06_P,URI,URI,463,POCU6,0, , , , , ,MR,RXN,5'x10', , 
-71.5281628769999,41.48141918,2825,0,TD_11_06_P,URI,URI,481,POCU6,0, , , , , ,MR,RN, , , 
-71.527367436,41.4810308410001,2826,0,TD_11_06_P,URI,URI,483,EUAL13,0, , , , , ,MR,R,20'x5', , 
-71.525558627,41.4824792410001,2827,0,TD_11_06_P,URI,URI,493,BETH,0, , , , , ,MR,RX, , , 
-71.525662137,41.4824806610001,2828,0,TD_11_06_P,URI,URI,495,ELUM,0, , , , , ,MR,R, , , 
-71.5249550359999,41.4847609610001,2829,0,TD_11_06_P,URI,URI,502,POCU6,0, , , , , ,AMR,R,5'x5', , 
-71.524594957,41.4842698620001,2830,0,TD_11_06_P,URI,URI,510,ELUM,0, , , , , ,M,R, , , 
-71.523929016,41.483671981,2831,0,TD_11_06_P,URI,URI,516,PHAU7,0, , , , , ,MR,RX,20'x5', , 
-71.525355776,41.4880680430001,2832,0,TD_11_06_P,URI,URI,537,EUAL13,0, , , , , ,MR,R,5'x20', , 
-71.524638287,41.489151323,2833,0,TD_11_06_P,URI,URI,538,LIVU,0, , , , , ,MR,R, , , 
-71.5258037959999,41.489748193,2834,0,TD_11_06_P,URI,URI,539,CEOR7,0, , , , , ,MR,R, , , 
-71.526216517,41.4890098320001,2835,0,TD_11_11_P,URI,URI,540,LIVU,0, , , , , ,A,R,URI Gardens, , 
-71.526196817,41.4890286130001,2836,0,TD_11_11_P,URI,URI,541,LOMO2,0, , , , , ,MR,R,URI Gardens 5'x10', , 
-71.526454477,41.4887850330001,2837,0,TD_11_11_P,URI,URI,542,BETH,0, , , , , ,AM,R,URI Gardens 5'x5', , 
-71.526123817,41.4882987120001,2838,0,TD_11_11_P,URI,URI,543,BETH,0, , , , , ,MR,R,Tyler Hall, , 
-71.526039746,41.488149263,2839,0,TD_11_11_P,URI,URI,544,EUAL13,0, , , , , ,MR,R,Tyler Hall 5'x10', , 
-71.526040166,41.4881504320001,2840,0,TD_11_11_P,URI,URI,545,CEOR7,0, , , , , ,A,R,Tyler Hall, , 
-71.526308467,41.488137023,2841,0,TD_11_11_P,URI,URI,546,EUAL13,0, , , , , ,MR,R,Crawford Hall 5'x10', , 
-71.526640227,41.488202153,2842,0,TD_11_11_P,URI,URI,547,CEOR7,0, , , , , ,A,R,Crawford Hall, , 
-71.526506367,41.4875544830001,2843,0,TD_11_11_P,URI,URI,550,CEOR7,0, , , , , ,AM,R,Crawford Hall, , 
-71.526505276,41.487550292,2844,0,TD_11_11_P,URI,URI,551,EUAL13,0, , , , , ,MR,R,Crawford Hall 5'x10', , 
-71.525937486,41.4874388920001,2845,0,TD_11_11_P,URI,URI,552,CEOR7,0, , , , , ,MR,R,Kirk Hall, , 
-71.525813687,41.4875452630001,2846,0,TD_11_11_P,URI,URI,553,CEOR7,0, , , , , ,MR,R,Kirk Hall 5'x10', , 
-71.525827847,41.487262292,2847,0,TD_11_11_P,URI,URI,554,LOMO2,0, , , , , ,M,R,Kirk Hall, , 
-71.5258512359999,41.487267822,2848,0,TD_11_11_P,URI,URI,555,EUAL13,0, , , , , ,MR,R,Kirk Hall, , 
-71.529545978,41.490211883,2849,0,TD_11_11_P,URI,URI,556,CEOR7,0, , , , , ,MR,R, , , 
-71.529790147,41.490578343,2850,0,TD_11_11_P,URI,URI,557,LOMO2,0, , , , , ,M,R, , , 
-71.531593007,41.4904180730001,2851,0,TD_11_11_P,URI,URI,561,EUAL13,0, , , , , ,MR,R, , , 
-71.531593258,41.4904191630001,2852,0,TD_11_11_P,URI,URI,562,ROMU,0, , , , , ,MR,R, , , 
-71.5316930879999,41.4902522030001,2853,0,TD_11_11_P,URI,URI,564,BETH,0, , , , , ,MR,R, , , 
-71.5291239479999,41.4887072430001,2854,0,TD_11_11_P,URI,URI,587,CEOR7,0, , , , , ,MR,R, , , 
-71.528777017,41.4887614730001,2855,0,TD_11_11_P,URI,URI,588,ELUM,0, , , , , ,M,R, , , 
-71.529185637,41.489267323,2856,0,TD_11_11_P,URI,URI,589,EUAL13,0, , , , , ,MR,R, , , 
-71.529406088,41.487927562,2857,0,TD_11_11_P,URI,URI,590,BETH,0, , , , , ,M,R, , , 
-71.529168457,41.487470493,2858,0,TD_11_11_P,URI,URI,591,CEOR7,0, , , , , ,M,R, , , 
-71.5281638869999,41.4875427530001,2859,0,TD_11_11_P,URI,URI,592,BETH,0, , , , , ,MR,R, , , 
-71.528831168,41.486894912,2860,0,TD_11_11_P,URI,URI,593,EUAL13,0, , , , , ,MR,R, , , 
-71.5284212079999,41.485799812,2861,0,TD_11_11_P,URI,URI,594,BETH,0, , , , , ,MR,R,5'x20', , 
-71.526383816,41.486530632,2862,0,TD_11_11_P,URI,URI,595,CEOR7,0, , , , , ,MR,R,East Hall, , 
-71.5261135869999,41.486293172,2863,0,TD_11_11_P,URI,URI,596,LOMO2,0, , , , , ,M,R, , , 
-71.526492697,41.486191252,2864,0,TD_11_11_P,URI,URI,597,CEOR7,0, , , , , ,M,R, , , 
-71.5265008269999,41.485403182,2865,0,TD_11_11_P,URI,URI,598,EUAL13,0, , , , , ,MR,R, , , 
-71.5264868359999,41.4853554910001,2866,0,TD_11_11_P,URI,URI,599,CEOR7,0, , , , , ,M,R, , , 
-71.5261016869999,41.484947542,2867,0,TD_11_11_P,URI,URI,600,CEOR7,0, , , , , ,SA,R, , , 
-71.527279256,41.4848132610001,2868,0,TD_11_11_P,URI,URI,601,CEOR7,0, , , , , ,M,R, , , 
-71.526144766,41.4840422120001,2869,0,TD_11_11_P,URI,URI,602,BETH,0, , , , , ,MR,R, , , 
-71.526057006,41.483531171,2870,0,TD_11_11_P,URI,URI,603,EUAL13,0, , , , , ,M,R, , , 
-71.5271051669999,41.483981021,2871,0,TD_11_11_P,URI,URI,604,EUAL13,0, , , , , ,MR,R, , , 
-71.527371877,41.4839096910001,2872,0,TD_11_11_P,URI,URI,605,BETH,0, , , , , ,MR,R, , , 
-71.527333577,41.4833284920001,2873,0,TD_11_11_P,URI,URI,606,BETH,0, , , , , ,MR,R, , , 
-71.5284537269999,41.4835832210001,2874,0,TD_11_11_P,URI,URI,607,LOJA,0, , , , , ,M,R, , , 
-71.528790767,41.483199331,2875,0,TD_11_11_P,URI,URI,608,EUAL13,0, , , , , ,MR,R,20'x20', , 
-71.529038197,41.4831309310001,2876,0,TD_11_11_P,URI,URI,609,ROMU,0, , , , , ,MR,R, , , 
-71.528804098,41.482694651,2877,0,TD_11_11_P,URI,URI,613,LOJA,0, , , , , ,M,R, , , 
-71.528405708,41.4842658410001,2878,0,TD_11_11_P,URI,URI,621,CEOR7,0, , , , , ,MR,R, , , 
-71.528415507,41.4844855310001,2879,0,TD_11_11_P,URI,URI,622,CEOR7,0, , , , , ,M,R, , , 
-71.528404367,41.4844979310001,2880,0,TD_11_11_P,URI,URI,623,BETH,0, , , , , ,MR,R, , , 
-71.5289258879999,41.484528701,2881,0,TD_11_11_P,URI,URI,624,CEOR7,0, , , , , ,MR,R, , , 
-71.528930577,41.4845303720001,2882,0,TD_11_11_P,URI,URI,625,ELUM,0, , , , , ,M,R, , , 
-71.528910458,41.4856480220001,2883,0,TD_11_11_P,URI,URI,626,BETH,0, , , , , ,MR,R, , , 
-71.5293934269999,41.4851329520001,2884,0,TD_11_11_P,URI,URI,627,LOMO2,0, , , , , ,M,R, , , 
-71.529239537,41.484661551,2885,0,TD_11_11_P,URI,URI,629,POCU6,0, , , , , ,M,R, , , 
-71.529499377,41.4842975220001,2886,0,TD_11_11_P,URI,URI,632,LOMO2,0, , , , , ,M,R,10'x10', , 
-71.529620327,41.484286121,2887,0,TD_11_11_P,URI,URI,633,LOJA,0, , , , , ,M,R, , , 
-71.532172279,41.4834094610001,2888,0,TD_11_11_P,URI,URI,634,ROMU,0, , , , , ,M,R, , , 
-71.532370428,41.4836599110001,2889,0,TD_11_11_P,URI,URI,635,CEOR7,0, , , , , ,MR,R, , , 
-71.532626158,41.4836958720001,2890,0,TD_11_11_P,URI,URI,636,CEOR7,0, , , , , ,MR,R, , , 
-71.532571178,41.4840036520001,2891,0,TD_11_11_P,URI,URI,637,ELUM,0, , , , , ,M,R, , , 
-71.5324377379999,41.485377622,2892,0,TD_11_11_P,URI,URI,638,CEOR7,0, , , , , ,M,R, , , 
-71.532556929,41.486016572,2893,0,TD_11_11_P,URI,URI,639,EUAL13,0, , , , , ,MR,R, , , 
-71.531880508,41.4857576520001,2894,0,TD_11_11_P,URI,URI,640,CEOR7,0, , , , , ,M,R, , , 
-71.5318906479999,41.4856681320001,2895,0,TD_11_11_P,URI,URI,641,ROMU,0, , , , , ,A,R, , , 
-71.5315059169999,41.4846469720001,2896,0,TD_11_11_P,URI,URI,642,CEOR7,0, , , , , ,M,R, , , 
-71.530091977,41.4859796920001,2897,0,TD_11_11_P,URI,URI,645,CEOR7,0, , , , , ,MR,R, , , 
-71.530088787,41.485979022,2898,0,TD_11_11_P,URI,URI,646,LOJA,0, , , , , ,M,R, , , 
-71.529901878,41.486732052,2899,0,TD_11_11_P,URI,URI,647,EUAL13,0, , , , , ,MR,R, , , 
-71.531193108,41.487602092,2900,0,TD_11_11_P,URI,URI,648,ELUM,0, , , , , ,A,RW, , , 
-71.5312146479999,41.4876315920001,2901,0,TD_11_11_P,URI,URI,649,ROMU,0, , , , , ,MR,RW, , , 
-71.723023406,41.586332047,2902,3,TD_07_12_P,Arcadia,DEM,113,ELUM,0, , , , , ,M,XM, , ,y
-71.721855886,41.587867868,2903,15,TD_07_12_P,Arcadia,DEM,125,LOMO2,0, , , , , ,A,MTX, , ,y
-71.720759446,41.586616027,2904,20,TD_07_12_P,Arcadia,DEM,130,ELUM,0, , , , , ,A,MTX, , ,y
-71.719854625,41.585378437,2905,21,TD_07_12_P,Arcadia,DEM,131,ELUM,0, , , , , ,MR,MTX, , ,y
-71.722310356,41.5853400570001,2906,25,TD_07_12_P,Arcadia,DEM,135,ELUM,0, , , , , ,M,MTX, , ,y
-71.7222389359999,41.5854661160001,2907,27,TD_07_12_P,Arcadia,DEM,137,ELUM,0, , , , , ,M,MT, , ,y
-71.721468395,41.5859629970001,2908,29,TD_07_12_P,Arcadia,DEM,139,ELUM,0, , , , , ,AM,M,"20'x20'; 2 plants", ,y
-71.722405736,41.586785257,2909,35,TD_07_12_P,Arcadia,DEM,145,ELUM,0, , , , , ,A,M, , ,y
-71.771787989,41.4990652650001,2910,38,TD_07_13_P,Hopkinton Land Trust,TNC,148,PHAU7,0, , , , , ,MR,MT,10'x20', , 
-71.7717891579999,41.498804175,2911,41,TD_07_13_P,Hopkinton Land Trust,TNC,151,ROMU,0, , , , , ,M,MTX, , , 
-71.771681198,41.4953005340001,2912,43,TD_07_13_P,Hopkinton Land Trust,TNC,153,ROMU,0, , , , , ,A,WX, , , 
-71.7692610079999,41.4930718740001,2913,50,TD_07_13_P,Hopkinton Land Trust,TNC,160,BETH,0, , , , , ,M,WX,"5'x10'; Between Pt. 160 and 166, surveyor noted on data sheet that MIVI was present along stream corridor - not verified.", , 
-71.7686006769999,41.4925681240001,2914,56,TD_07_13_P,Hopkinton Land Trust,TNC,166,BETH,0, , , , , ,M,WX,"Between Pt. 166 and 160, surveyor noted on data sheet that MIVI was present along stream corridor - not verified.", , 
-71.755056865,41.490382203,2915,59,TD_07_13_P,Hopkinton Land Trust,TNC,169,BETH,0, , , , , ,M,MXR,10'x10', , 
-71.762984807,41.481890241,2916,61,TD_07_13_P,Hopkinton Land Trust,TNC,171,BETH,0, , , , , ,M,XR, , , 
-71.7628295759999,41.481872391,2917,63,TD_07_13_P,Hopkinton Land Trust,TNC,173,ROMU,0, , , , , ,M,XR, , , 
-71.762696386,41.4823266010001,2918,71,TD_07_13_P,Hopkinton Land Trust,TNC,181,EUAL13,0, , , , , ,SA,HXTR, , , 
-71.761169706,41.48223792,2919,76,TD_07_13_P,Hopkinton Land Trust,TNC,186,ROMU,0, , , , , ,AM,NHX, , , 
-71.760174105,41.4826441910001,2920,79,TD_07_13_P,Hopkinton Land Trust,TNC,189,ROMU,0, , , , , ,SA,NHXT,Small patch on trail, , 
-71.7589299749999,41.482159301,2921,85,TD_07_13_P,Hopkinton Land Trust,TNC,195,ROMU,0, , , , , ,A,NXH,Pulled, , 
-71.758638875,41.4823701010001,2922,87,TD_07_13_P,Hopkinton Land Trust,TNC,197,ROMU,0, , , , , ,AM,WNHX, , , 
-71.760958145,41.483682382,2923,90,TD_07_13_P,Hopkinton Land Trust,TNC,200,BETH,0, , , , , ,M,TXH, , , 
-71.430750973,41.9539818590001,2924,0,GL_09_21_P,High Rock Farm,Cumberland Land Trust,192, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_21_192_N.jpg, , , , , , ,y, 
-71.430902272,41.953992509,2925,0,GL_09_21_P,High Rock Farm,Cumberland Land Trust,196, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_21_196_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_21_196_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_21_196_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_21_196_W.jpg, , , ,y, 
-71.7078690019999,41.6278700070001,2926,1,GL_04_22_11_P,W. Alton Jones,URI,1,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_001_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_001_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_001_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_001_W.jpg, , , ,y,y
-71.707553343,41.6277213980001,2927,2,GL_04_22_11_P,W. Alton Jones,URI,2,BETH,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_002_W.jpg, , , ,y,y
-71.707454933,41.6278586070001,2928,3,GL_04_22_11_P,W. Alton Jones,URI,6,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_006_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_006_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_006_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_006_W.jpg, , , ,y,y
-71.707061992,41.6283053670001,2929,4,GL_04_22_11_P,W. Alton Jones,URI,18,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_018_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_018_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_018_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_018_W.jpg, , , ,y,y
-71.7067604119999,41.628896368,2930,5,GL_04_22_11_P,W. Alton Jones,URI,20,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_020_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_020_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_020_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_020_W.jpg, , , ,y,y
-71.707303302,41.629226368,2931,6,GL_04_22_11_P,W. Alton Jones,URI,23,BETH,0,PHOTO, , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_023_S.jpg, , , , ,y, 
-71.707528942,41.6288355980001,2932,7,GL_04_22_11_P,W. Alton Jones,URI,26,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_026_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_026_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_026_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_026_W.jpg, , , ,y, 
-71.7099193029999,41.626585317,2933,8,GL_04_22_11_P,W. Alton Jones,URI,36,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_036_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_036_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_036_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_036_W.jpg, , , ,y, 
-71.708779863,41.6272585470001,2934,9,GL_04_22_11_P,W. Alton Jones,URI,48,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_048_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_048_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_048_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_048_W.jpg, , , ,y, 
-71.7080330329999,41.627552838,2935,10,GL_04_22_11_P,W. Alton Jones,URI,53,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_053_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_053_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_053_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_053_W.jpg, , , ,y, 
-71.7101094829999,41.6258800570001,2936,11,GL_04_22_11_P,W. Alton Jones,URI,61,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_061_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_061_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_061_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_061_W.jpg, , , ,y, 
-71.710853963,41.625653077,2937,12,GL_04_22_11_P,W. Alton Jones,URI,71,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_071_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_071_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_071_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_11_071_W.jpg, , , ,y,y
-71.711879153,41.625617957,2938,13,GL_04_22_11_P,W. Alton Jones,URI,73,EUAL13,1, , , , , ,M,THN, , ,y
-71.710961593,41.5874866570001,2939,14,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,84, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_084_W.jpg, , , ,y,y
-71.7106719929999,41.5877760870001,2940,15,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,86, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_086_W.jpg, , , ,y,y
-71.710761683,41.5877278080001,2941,16,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,87, ,0,PHOTO, , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_087_S.jpg, , , , ,y,y
-71.710691353,41.5876636880001,2942,17,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,90, ,0,PHOTO, ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_090_E.jpg, , , , , ,y,y
-71.7100873529999,41.5869165170001,2943,18,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,91, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_091_N.jpg, , , , , , ,y,y
-71.708887902,41.587746157,2944,18,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,96, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_096_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_096_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_096_S.jpg, , , , ,y,y
-71.708638122,41.587876497,2945,19,GL_04_22_02_11_P,"Arcadia, Frosty Hollow Pond",DEM,111, ,0,PHOTO, , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_04_22_02_11_111_S.jpg, , , , ,y,y
-71.484139016,41.7511420180001,2946,36,D_GL_06_22_11_02_P,Meshanticut Brook,"Providence Water Easement, Canistraci, Raviele, LaMarre, Pari, Sheldon",690,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_690_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_690_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_690_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_690_W, , , ,y, 
-71.483872386,41.751416439,2947,37,D_GL_06_22_11_02_P,Meshanticut Brook,"Providence Water Easement, Canistraci, Raviele, LaMarre, Pari, Sheldon",692,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_692_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_692_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_692_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/D_GL_06_22_11_02_692_W, , , ,y, 
-71.759323706,41.593366071,2948,62,GL_05_12_11_P,Arcadia Roads,RIDEM,116,POCU6,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_05_12_11_116_N.jpg, , , ,MA,R,1 small cluster,y,y
-71.201392964,41.6265692170001,2949,71,GL_06_08_11_P,Fort Barton,Tiverton Open Space Commission,165, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_08_11_165_N.jpg, , , , , ,"After shots with no before shots; Some invasive work performed",y,y
-71.201333534,41.6269958570001,2950,72,GL_06_08_11_P,Fort Barton,Tiverton Open Space Commission,166, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_08_11_166_N.jpg, , , , , ,"After shots with no before shots; Some invasive work performed",y,y
-71.201942709,41.626000393,2951,74,GL_06_08_11_P,Fort Barton,Tiverton Open Space Commission,168, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_08_11_168_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_08_11_168_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_08_11_168_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_08_11_168_W.jpg, , ,"After shots with no before shots; Some invasive work performed",y,y
-71.4864151259999,41.63897804,2952,5,GL_06_15_11_P,East Greenwich High School Area,"Town of East Greenwich, Heirs of Francis Bailey, National Grid",195,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_15_11_195_N.jpg, , , , , , ,y,y
-71.497347389,41.7563181,2953,7,GL_06_21_11_P,Furnace Hill Brook,Albert Realtors - Al Scaralia,210,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_210_N.jpg, , , , , , ,y, 
-71.4971096799999,41.756159929,2954,8,GL_06_21_11_P,Furnace Hill Brook,Albert Realtors - Al Scaralia,213,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_213_N.jpg, , , , , , ,y, 
-71.49691656,41.7562324300001,2955,9,GL_06_21_11_P,Furnace Hill Brook,Albert Realtors - Al Scaralia,216,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_216_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_216_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_216_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_216_W.jpg, , , ,y, 
-71.4968262899999,41.756246929,2956,10,GL_06_21_11_P,Furnace Hill Brook,Albert Realtors - Al Scaralia,218,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_218_N.jpg, , , , , , ,y, 
-71.4968781699999,41.7564877500001,2957,11,GL_06_21_11_P,Furnace Hill Brook,Albert Realtors - Al Scaralia,220,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_220_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_220_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_220_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_220_W.jpg, , , ,y, 
-71.496761579,41.7564101290001,2958,12,GL_06_21_11_P,Furnace Hill Brook,Albert Realtors - Al Scaralia,221,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_221_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_221_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_221_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_221_W.jpg, , , ,y, 
-71.490296367,41.7549236,2959,24,GL_06_21_11_P,Furnace Hill Brook,City of Cranston,263,POPE10,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_06_21_11_263_N.jpg, , , , , , ,y, 
